iso3,year,hiv,tb,ill_def,tb_seq,total,prop.tb,tb.imp,garbage,garbage.imp,totaltb,seq.prop,tb.prop,codqual,min.coverage,max.coverage,min.usability,max.usability,use.ghe,keep.vr,ghe.env,env,env.nm,vr.coverage,tb.adj,tb.adj.sd,pop,ihme.env,env.ratio
ALB,2000,0,16,1621,0,15628,0.00102380342974149,16,0.103724084975685,0.103724084975685,16,0,0.00114228599985721,low,89,100,,,no,FALSE,19601.53,19601.53,11,0.797284701755424,22.3905532947812,2.23575037703027,3129246,16716.755,1.17256788174499
ALB,2001,0,14,1366,1,15143,0.000924519580003962,14,0.0902066961632437,0.0902066961632437,15,0.0666666666666667,0.00108877114030631,low,89,100,,,no,FALSE,15674.797,15674.797,11,0.96607311724675,17.0662666037599,0.58772427890353,3129701,16232.821,0.96562371999297
ALB,2002,0,14,1746,0,16247,0.000861697544161999,14,0.107465993721918,0.107465993721918,14,0,0.000965450658575271,low,89,100,,,no,FALSE,17166.534,17166.534,11,0.946434498658844,16.5734415557548,0.761621128954507,3126183,16827.342,1.02015719416649
ALB,2003,1,12,2087,1,17965,0.000667965488449763,12,0.116170331199555,0.116170331199555,13,0.0769230769230769,0.000818742914724776,low,89,100,,,no,FALSE,18873.329,18873.329,11,0.951872348540101,15.4524043960196,0.72876047057446,3118017,17779.11,1.06154520670607
ALB,2004,2,12,2092,6,17748,0.000676132521974307,12,0.117872436330854,0.117872436330854,18,0.333333333333333,0.00114971895758815,low,89,100,,,no,FALSE,18274.697,18274.697,11,0.971178892870289,21.0107655850792,0.878590138051708,3104893,17954.55,1.01783096763773
ALB,2005,0,7,2195,1,17427,0.00040167556091123,7,0.125953979457164,0.125953979457164,8,0.125,0.000525210084033613,low,89,100,,,no,FALSE,19925.042,19925.042,11,0.874628018349974,10.4648329831933,0.80606454689324,3086810,17728.303,1.12391140877951
ALB,2006,1,4,2031,3,16935,0.00023619722468261,4,0.119929140832595,0.119929140832595,7,0.428571428571429,0.000469672571121847,low,89,100,,,no,FALSE,20678.809,20678.809,11,0.818954321789035,9.71226939076758,0.940796106552422,3063021,17117.939,1.20801978555947
ALB,2007,1,4,1431,5,14528,0.000275330396475771,4,0.0984994493392071,0.0984994493392071,9,0.555555555555556,0.000687180270290906,low,89,100,,,no,FALSE,20774.003,20774.003,11,0.699335607104707,14.2754849965641,2.09194741439027,3033993,16740.818,1.24091923106744
ALB,2008,0,10,1589,0,16143,0.000619463544570402,10,0.0984327572322369,0.0984327572322369,10,0,0.000687096330905593,low,89,100,,,no,FALSE,20570.75,20570.75,11,0.784755052684029,14.1340868489762,1.46078856411601,3002683,17216.589,1.19482145969797
ALB,2009,1,3,1639,0,15662,0.000191546418081982,3,0.104648193078789,0.104648193078789,3,0,0.000213934250873565,low,89,100,,,no,FALSE,20157.909,20157.909,11,0.776965507682369,4.31246716109249,0.471664294351971,2973044,17246.303,1.16882493598773
ALB,2010,0,4,1479,0,12139,0.000329516434632177,4,0.121838701705248,0.121838701705248,4,0,0.000375234521575985,low,89,100,,,no,FALSE,19663.122,19663.122,11,0.617348557365407,7.37828217636023,1.55786994803463,2948029,17623.697,1.11572061185573
ARE,2005,,23,1665,,8368,0.00274856596558317,23,0.198972275334608,0.198972275334608,23,,0.00343129941817097,very low,57,58,22,22,no,FALSE,10267.065,10267.065,7,0.815033312830882,35.2293741608235,4.68296954417781,4588222,10857.566,0.945613869627871
ARE,2006,,38,1935,,8409,0.00451896777262457,38,0.230110595790225,0.230110595790225,38,,0.00586963237565647,very low,57,58,22,22,no,FALSE,11494.466,11494.466,7,0.731569435239532,67.4682897744826,13.0800994319948,5300172,11638.321,0.987639540102047
ARE,2007,,36,2061,,9615,0.00374414976599064,36,0.214352574102964,0.214352574102964,36,,0.00476568705321684,very low,57,58,22,22,no,FALSE,13009.154,13009.154,7,0.739094948065032,61.9975567911041,11.1929514137946,6168846,12980.883,1.00217789498603
ARE,2008,,39,2137,,9711,0.00401606425702811,39,0.220059726083822,0.220059726083822,39,,0.00514919461315025,very low,57,58,22,22,no,FALSE,14641.579,14641.579,7,0.66324813737644,75.3923397148139,17.5878438384369,7089486,14735.378,0.993634435438303
ARE,2009,,38,2011,,10023,0.0037912800558715,38,0.200638531377831,0.200638531377831,38,,0.00474288567149276,very low,57,58,22,22,no,FALSE,16308.288,16308.288,7,0.614595474399275,77.3483454817774,20.0232198714529,7917368,16606.044,0.982069420025624
ARE,2010,,36,1479,,9639,0.00373482726423903,36,0.153439153439153,0.153439153439153,36,,0.00441176470588235,very low,57,58,22,22,no,FALSE,17611.907,17611.907,7,0.547300187310778,77.6995897058824,22.5002847989632,8549998,17622.566,0.999395150513268
ARE,2019,6,12,2204,,8798,0.00136394635144351,12,0.250511479881791,0.250511479881791,12,,0.00181983621474067,very low,57,58,22,22,no,FALSE,20932.432,20932.432,7,0.420304721400743,38.0935978161965,20.7083129330787,9770526,29113.021,0.719005835911017
ARG,2000,1471,797,18391,31,276722,0.00288014686219383,797,0.0664602019355165,0.0664602019355165,828,0.03743961352657,0.00320519024042798,medium,100,100,66,72,yes,TRUE,277071.5,277071.5,19,0.998738592745916,888.066867700741,16.1060975397317,36870796,280385.29,0.988181298669413
