country,iso3,g.whoregion,row.rank.new,year.new,source.new,all.areas.covered.new,area.desc.new,surv.quality.new,dst.rlt.new,mdr.new,mdr.new.pcnt,mdr.new.pcnt.lo,mdr.new.pcnt.hi,dr.r.nh.new,dr.r.nh.new.pcnt,dr.r.nh.new.pcnt.lo,dr.r.nh.new.pcnt.hi,xpert.new,xpert.dr.r.new,xpert.dr.r.new.pcnt,xpert.dr.r.new.pcnt.lo,xpert.dr.r.new.pcnt.hi,r.rlt.new,rr.new,rr.new.pcnt,rr.new.pcnt.lo,rr.new.pcnt.hi,dst.rlt.hr.new,dst.rlt.hr.new.pcnt,dst.rlt.hr.new.pcnt.lo,dst.rlt.hr.new.pcnt.hi,dst.rlt.rr.new,dst.rlt.rr.new.pcnt,dst.rlt.rr.new.pcnt.lo,dst.rlt.rr.new.pcnt.hi
Aruba,ABW,AMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,AFG,EMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Angola,AGO,AFR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anguilla,AIA,AMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Albania,ALB,EUR,1,2020,Surveillance,1,,A,,,,,,,,,,,,,,,125,1,,,,,,,,,,,
Albania,ALB,EUR,2,2012,Surveillance,1,,A,172,1,,,,3,,,,0,0,,,,,,,,,,,,,,,,
Albania,ALB,EUR,3,2011,Surveillance,1,,A,194,2,,,,6,,,,0,0,,,,,,,,,,,,,,,,
Albania,ALB,EUR,4,2010,Surveillance,1,,A,186,1,,,,0,,,,,,,,,,,,,,,,,,,,,
Andorra,AND,EUR,1,2020,Surveillance,1,,N,1,0,,,,,,,,,,,,,1,0,,,,0,,,,0,,,
Andorra,AND,EUR,2,2017,Surveillance,1,,A,1,0,,,,,,,,,,,,,1,0,,,,0,,,,0,,,
Andorra,AND,EUR,3,2016,Surveillance,1,,A,1,0,,,,0,,,,1,0,,,,,,,,,,,,,,,,
Andorra,AND,EUR,4,2015,Surveillance,1,,A,1,0,,,,0,,,,1,0,,,,,,,,,,,,,,,,
Andorra,AND,EUR,5,2014,Surveillance,1,,A,3,0,,,,1,,,,0,0,,,,,,,,,,,,,,,,
Andorra,AND,EUR,6,2013,Surveillance,1,,A,4,0,,,,0,,,,0,0,,,,,,,,,,,,,,,,
Andorra,AND,EUR,7,2011,Surveillance,1,,A,1,0,,,,0,,,,1,0,,,,,,,,,,,,,,,,
Andorra,AND,EUR,8,2010,Surveillance,1,,A,4,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Andorra,AND,EUR,9,2009,Surveillance,1,,A,2,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Andorra,AND,EUR,10,2008,Surveillance,1,,A,3,0,,,,,,,,,,,,,,,,,,,,,,,,,
Andorra,AND,EUR,11,2007,pre-2010 TME data collection,1,,A,3,0,,,,,,,,,,,,,,,,,,,,,,,,,
Andorra,AND,EUR,12,2006,pre-2010 TME data collection,1,,A,8,0,,,,,,,,,,,,,,,,,,,,,,,,,
Andorra,AND,EUR,13,2005,Surveillance,1,,A,9,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Andorra,AND,EUR,14,2004,Surveillance,1,,A,5,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Andorra,AND,EUR,15,2003,Surveillance,1,,A,2,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Andorra,AND,EUR,16,2000,Surveillance,1,,A,4,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Andorra,AND,EUR,17,1999,Surveillance,1,,A,6,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Netherlands Antilles,ANT,AMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Arab Emirates,ARE,EMR,1,2020,Surveillance,1,,N,17,0,,,,,,,,,,,,,29,0,,,,0,,,,0,,,
Argentina,ARG,AMR,1,2005,Survey,1,,A,683,,2.2,1.23,3.62,,0.15,0,0.82,,,,,,,,,,,,,,,,,,
Argentina,ARG,AMR,2,1999,Survey,1,,A,679,,1.77,0.91,3.09,,0.15,0,0.82,,,,,,,,,,,,,,,,,,
Armenia,ARM,EUR,1,2020,Surveillance,1,,A,183,26,,,,,,,,,,,,,198,28,,,,54,,,,28,,,
Armenia,ARM,EUR,2,2019,Surveillance,1,,A,231,33,,,,,,,,,,,,,233,38,,,,85,,,,38,,,
Armenia,ARM,EUR,3,2018,Surveillance,1,,N,250,43,,,,,,,,,,,,,250,51,,,,84,,,,51,,,
Armenia,ARM,EUR,4,2017,Surveillance,1,,A,320,40,,,,,,,,,,,,,320,51,,,,79,,,,51,,,
Armenia,ARM,EUR,5,2016,Surveillance,1,,A,357,55,,,,6,,,,0,0,,,,,,,,,,,,,,,,
Armenia,ARM,EUR,6,2007,Survey,1,,A,552,,9.42,7.04,12.35,,1.45,0.63,2.86,,,,,,,,,,,,,,,,,,
American Samoa,ASM,WPR,1,2020,Surveillance,1,,N,0,0,,,,,,,,,,,,,3,0,,,,0,,,,0,,,
American Samoa,ASM,WPR,2,2019,Surveillance,1,,N,1,0,,,,,,,,,,,,,1,0,,,,0,,,,0,,,
Antigua and Barbuda,ATG,AMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,AUS,WPR,1,2020,Surveillance,1,,N,729,10,,,,,,,,,,,,,735,14,,,,64,,,,14,,,
Australia,AUS,WPR,2,2019,Surveillance,1,,A,700,15,,,,,,,,,,,,,708,17,,,,75,,,,16,,,
Australia,AUS,WPR,3,2018,Surveillance,1,,A,712,21,,,,,,,,,,,,,712,24,,,,62,,,,24,,,
Australia,AUS,WPR,4,2017,Surveillance,1,,A,669,12,,,,,,,,,,,,,688,13,,,,58,,,,13,,,
Australia,AUS,WPR,5,2015,Surveillance,1,,A,585,15,,,,6,,,,0,0,,,,,,,,,,,,,,,,
Australia,AUS,WPR,6,2014,Surveillance,1,,A,642,11,,,,2,,,,,,,,,,,,,,,,,,,,,
Australia,AUS,WPR,7,2013,Surveillance,1,,A,570,13,,,,0,,,,0,0,,,,,,,,,,,,,,,,
Australia,AUS,WPR,8,2012,Surveillance,1,,A,861,16,,,,4,,,,1,0,,,,,,,,,,,,,,,,
Australia,AUS,WPR,9,2011,Surveillance,1,,A,652,14,,,,1,,,,1,0,,,,,,,,,,,,,,,,
Australia,AUS,WPR,10,2010,Surveillance,1,,A,868,21,,,,2,,,,,,,,,,,,,,,,,,,,,
Austria,AUT,EUR,1,2015,Surveillance,1,,A,264,5,,,,1,,,,,,,,,,,,,,,,,,,,,
Austria,AUT,EUR,2,2014,Surveillance,1,,A,260,7,,,,1,,,,,,,,,,,,,,,,,,,,,
Austria,AUT,EUR,3,2013,Surveillance,1,,A,279,7,,,,0,,,,,,,,,,,,,,,,,,,,,
Austria,AUT,EUR,4,2012,Surveillance,1,,A,254,9,,,,0,,,,,,,,,,,,,,,,,,,,,
Austria,AUT,EUR,5,2011,Surveillance,1,,A,257,9,,,,2,,,,,,,,,,,,,,,,,,,,,
Austria,AUT,EUR,6,2010,Surveillance,1,,A,241,5,,,,0,,,,,,,,,,,,,,,,,,,,,
Austria,AUT,EUR,7,2009,Surveillance,1,,A,263,5,,,,0,,,,,,,,,,,,,,,,,,,,,
Austria,AUT,EUR,8,2008,Surveillance,1,,A,439,11,,,,1,,,,,,,,,,,,,,,,,,,,,
Austria,AUT,EUR,9,2007,Surveillance,1,,A,481,8,,,,,,,,,,,,,,,,,,,,,,,,,
Austria,AUT,EUR,10,2006,pre-2010 TME data collection,1,,A,500,8,,,,,,,,,,,,,,,,,,,,,,,,,
Austria,AUT,EUR,11,2005,Surveillance,1,,A,570,11,,,,3,,,,,,,,,,,,,,,,,,,,,
Austria,AUT,EUR,12,2004,Surveillance,1,,A,600,17,,,,0,,,,,,,,,,,,,,,,,,,,,
Austria,AUT,EUR,13,2003,Surveillance,1,,A,554,8,,,,2,,,,,,,,,,,,,,,,,,,,,
Austria,AUT,EUR,14,2002,Surveillance,1,,A,633,2,,,,2,,,,,,,,,,,,,,,,,,,,,
Austria,AUT,EUR,15,2001,Surveillance,1,,A,589,4,,,,1,,,,,,,,,,,,,,,,,,,,,
Austria,AUT,EUR,16,2000,Surveillance,1,,A,694,3,,,,2,,,,,,,,,,,,,,,,,,,,,
Austria,AUT,EUR,17,1999,Surveillance,1,,A,703,2,,,,3,,,,,,,,,,,,,,,,,,,,,
Azerbaijan,AZE,EUR,1,2020,Surveillance,1,,A,1162,122,,,,,,,,,,,,,1245,149,,,,169,,,,149,,,
Azerbaijan,AZE,EUR,2,2019,Surveillance,1,,A,1806,111,,,,,,,,,,,,,1911,219,,,,225,,,,219,,,
Azerbaijan,AZE,EUR,3,2018,Surveillance,1,,A,1904,160,,,,,,,,,,,,,1983,237,,,,275,,,,237,,,
Azerbaijan,AZE,EUR,4,2017,Surveillance,1,,A,1328,170,,,,,,,,,,,,,1973,245,,,,228,,,,170,,,
Azerbaijan,AZE,EUR,5,2013,Survey,1,,A,549,,13.1,10.4,16.2,,0.2,0,1.4,,,,,,,,,,,,,,,,,,
Azerbaijan,AZE,EUR,1001,2007,Survey,0,Baku City,A,551,,22.32,18.55,26.63,,0.36,0.04,1.31,,,,,,,,,,,,,,,,,,
Burundi,BDI,AFR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belgium,BEL,EUR,1,2019,Surveillance,1,,N,437,9,,,,,,,,,,,,,437,9,,,,19,,,,9,,,
Belgium,BEL,EUR,2,2018,Surveillance,1,,N,427,5,,,,,,,,,,,,,427,5,,,,22,,,,5,,,
Belgium,BEL,EUR,3,2015,Surveillance,1,,A,428,6,,,,1,,,,,,,,,,,,,,,,,,,,,
Belgium,BEL,EUR,4,2014,Surveillance,1,,A,389,6,,,,1,,,,,,,,,,,,,,,,,,,,,
Belgium,BEL,EUR,5,2013,Surveillance,1,,A,399,7,,,,2,,,,,,,,,,,,,,,,,,,,,
Belgium,BEL,EUR,6,2012,Surveillance,1,,A,503,8,,,,4,,,,,,,,,,,,,,,,,,,,,
Belgium,BEL,EUR,7,2011,Surveillance,1,,A,518,7,,,,1,,,,,,,,,,,,,,,,,,,,,
Belgium,BEL,EUR,8,2010,Surveillance,1,,A,614,10,,,,3,,,,,,,,,,,,,,,,,,,,,
Belgium,BEL,EUR,9,2009,Surveillance,1,,A,609,4,,,,1,,,,,,,,,,,,,,,,,,,,,
Belgium,BEL,EUR,10,2008,Surveillance,1,,A,630,15,,,,,,,,,,,,,,,,,,,,,,,,,
Belgium,BEL,EUR,11,2007,pre-2010 TME data collection,1,,A,707,10,,,,,,,,,,,,,,,,,,,,,,,,,
Belgium,BEL,EUR,12,2006,Surveillance,1,,A,606,8,,,,3,,,,,,,,,,,,,,,,,,,,,
Belgium,BEL,EUR,13,2005,Surveillance,1,,A,588,7,,,,2,,,,,,,,,,,,,,,,,,,,,
Belgium,BEL,EUR,14,2004,Surveillance,1,,A,622,3,,,,3,,,,,,,,,,,,,,,,,,,,,
Belgium,BEL,EUR,15,2003,Surveillance,1,,A,510,3,,,,0,,,,,,,,,,,,,,,,,,,,,
Belgium,BEL,EUR,16,2002,Surveillance,1,,A,629,15,,,,1,,,,,,,,,,,,,,,,,,,,,
Belgium,BEL,EUR,17,2001,Surveillance,1,,A,562,13,,,,1,,,,,,,,,,,,,,,,,,,,,
Belgium,BEL,EUR,18,2000,Surveillance,1,,A,562,7,,,,2,,,,,,,,,,,,,,,,,,,,,
Benin,BEN,AFR,1,2010,Survey,1,,A,403,,0.5,0.1,2,,0.7,0.2,2.4,,,,,,,,,,,,,,,,,,
Benin,BEN,AFR,2,1997,Survey,1,,A,333,,0.3,0.01,1.66,,0,0,0.9,,,,,,,,,,,,,,,,,,
Burkina Faso,BFA,AFR,1,2020,Surveillance,1,,N,39,38,,,,,,,,,,,,,3282,39,,,,38,,,,39,,,
Burkina Faso,BFA,AFR,2,2017,Survey,1,,A,,,,,,,,,,993,,2.1,1.2,3,,,,,,,,,,,,,
Bangladesh,BGD,SEA,1,2019,Survey,1,,A,21,,,,,,,,,,,,,,2096,,0.7,0.4,1.2,,,,,,,,
Bangladesh,BGD,SEA,2,2011,Survey,1,,A,1050,,1.4,0.7,2.5,,0.2,0,1,,,,,,,,,,,,,,,,,,
Bulgaria,BGR,EUR,1,2018,Surveillance,1,,A,464,10,,,,,,,,,,,,,476,12,,,,30,,,,12,,,
Bulgaria,BGR,EUR,2,2016,Surveillance,1,,A,572,5,,,,2,,,,,,,,,,,,,,,,,,,,,
Bulgaria,BGR,EUR,3,2012,Surveillance,1,,A,687,16,,,,7,,,,,,,,,,,,,,,,,,,,,
Bulgaria,BGR,EUR,4,2010,Surveillance,1,,A,803,16,,,,7,,,,,,,,,,,,,,,,,,,,,
Bahrain,BHR,EMR,1,2019,Surveillance,1,,N,93,2,,,,,,,,,,,,,93,2,,,,6,,,,2,,,
Bahrain,BHR,EMR,2,2018,Surveillance,1,,A,79,3,,,,,,,,,,,,,79,4,,,,5,,,,3,,,
Bahrain,BHR,EMR,3,2017,Surveillance,1,,A,80,1,,,,,,,,,,,,,80,1,,,,1,,,,1,,,
Bahrain,BHR,EMR,4,2016,Surveillance,1,,A,86,2,,,,,,,,,,,,,,,,,,,,,,,,,
Bahrain,BHR,EMR,5,2012,Surveillance,1,,A,160,3,,,,0,,,,0,0,,,,,,,,,,,,,,,,
Bahrain,BHR,EMR,6,2011,Surveillance,1,,A,154,9,,,,1,,,,,,,,,,,,,,,,,,,,,
Bahrain,BHR,EMR,7,2010,Surveillance,1,,A,162,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Bahamas,BHS,AMR,1,2020,Surveillance,1,,A,20,0,,,,,,,,,,,,,20,1,,,,1,,,,1,,,
Bahamas,BHS,AMR,2,2019,Surveillance,1,,A,19,0,,,,,,,,,,,,,19,1,,,,0,,,,1,,,
Bahamas,BHS,AMR,3,2018,Surveillance,1,,N,18,0,,,,,,,,,,,,,18,1,,,,0,,,,1,,,
Bahamas,BHS,AMR,4,2017,Surveillance,1,,A,0,0,,,,,,,,,,,,,16,0,,,,0,,,,0,,,
Bahamas,BHS,AMR,5,2012,Surveillance,1,,A,27,1,,,,2,,,,0,0,,,,,,,,,,,,,,,,
Bahamas,BHS,AMR,6,2011,Surveillance,1,,A,31,1,,,,4,,,,0,0,,,,,,,,,,,,,,,,
Bahamas,BHS,AMR,7,2010,Surveillance,1,,A,21,0,,,,5,,,,,,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,EUR,1,2020,Surveillance,1,,A,153,0,,,,,,,,,,,,,208,0,,,,1,,,,0,,,
Bosnia and Herzegovina,BIH,EUR,2,2019,Surveillance,1,,A,215,,,,,,,,,,,,,,306,1,,,,3,,,,,,,
Bosnia and Herzegovina,BIH,EUR,3,2018,Surveillance,1,,N,2,0,,,,,,,,,,,,,399,2,,,,0,,,,2,,,
Bosnia and Herzegovina,BIH,EUR,4,2017,Surveillance,1,,A,118,0,,,,,,,,,,,,,381,0,,,,3,,,,0,,,
Bosnia and Herzegovina,BIH,EUR,5,2016,Surveillance,1,,A,545,0,,,,0,,,,0,0,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,EUR,6,2015,Surveillance,1,,A,583,2,,,,1,,,,,,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,EUR,7,2013,Surveillance,1,,A,643,0,,,,0,,,,0,0,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,EUR,8,2012,Surveillance,1,,A,724,4,,,,0,,,,0,0,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,EUR,9,2011,Surveillance,1,,A,704,1,,,,0,,,,0,0,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,EUR,10,2010,Surveillance,1,,A,600,1,,,,0,,,,,,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,EUR,11,2009,Surveillance,1,,A,854,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,EUR,12,2007,pre-2010 TME data collection,1,,A,1267,3,,,,,,,,,,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,EUR,13,2006,pre-2010 TME data collection,1,,A,993,3,,,,,,,,,,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,EUR,14,2005,Surveillance,1,,A,1035,4,,,,3,,,,,,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,EUR,15,2004,Surveillance,1,,A,1048,4,,,,0,,,,,,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,EUR,16,2003,Surveillance,1,,A,951,1,,,,4,,,,,,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,EUR,17,2002,Surveillance,1,,A,933,2,,,,0,,,,,,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,EUR,18,2001,Surveillance,1,,A,1132,0,,,,5,,,,,,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,EUR,19,2000,Surveillance,1,,A,993,1,,,,6,,,,,,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,EUR,20,1999,Surveillance,1,,A,1154,3,,,,6,,,,,,,,,,,,,,,,,,,,,
Belarus,BLR,EUR,1,2020,Surveillance,1,,A,1015,364,,,,,,,,,,,,,1015,401,,,,422,,,,401,,,
Belarus,BLR,EUR,2,2019,Surveillance,1,,A,1490,503,,,,,,,,,,,,,1490,561,,,,503,,,,561,,,
Belarus,BLR,EUR,3,2018,Surveillance,1,,A,1529,559,,,,,,,,,,,,,1529,559,,,,,,,,559,,,
Belarus,BLR,EUR,4,2017,Surveillance,1,,A,1690,629,,,,,,,,,,,,,1690,649,,,,,,,,649,,,
Belarus,BLR,EUR,5,2016,Surveillance,1,,A,1762,654,,,,2,,,,21,21,,,,,,,,,,,,,,,,
Belarus,BLR,EUR,6,2015,Surveillance,1,,A,1896,678,,,,9,,,,22,22,,,,,,,,,,,,,,,,
Belarus,BLR,EUR,7,2014,Surveillance,1,,A,1958,667,,,,5,,,,32,11,,,,,,,,,,,,,,,,
Belarus,BLR,EUR,8,2013,Surveillance,1,,A,2145,755,,,,25,,,,,,,,,,,,,,,,,,,,,
Belarus,BLR,EUR,9,2012,Surveillance,1,,A,2164,753,,,,,,,,,,,,,,,,,,,,,,,,,
Belarus,BLR,EUR,10,2011,Survey,1,,A,934,,32.3,29.7,35,,0.5,0.3,1.2,,,,,,,,,,,,,,,,,,
Belarus,BLR,EUR,1001,2010,Survey,0,Minsk city,A,156,,35.3,27.7,42.8,,1.3,0.5,3.1,,,,,,,,,,,,,,,,,,
Belize,BLZ,AMR,1,2019,Surveillance,1,,A,0,0,,,,,,,,,,,,,54,0,,,,0,,,,0,,,
Belize,BLZ,AMR,2,2018,Surveillance,1,,N,0,0,,,,,,,,,,,,,55,0,,,,0,,,,0,,,
Bermuda,BMU,AMR,1,2019,Surveillance,1,,N,1,0,,,,,,,,,,,,,1,0,,,,0,,,,0,,,
Bermuda,BMU,AMR,2,2018,Surveillance,1,,N,2,0,,,,,,,,,,,,,2,0,,,,0,,,,0,,,
Bermuda,BMU,AMR,3,2017,Surveillance,1,,A,1,0,,,,,,,,,,,,,1,0,,,,0,,,,0,,,
Bermuda,BMU,AMR,4,2016,Surveillance,1,,A,2,0,,,,0,,,,0,0,,,,,,,,,,,,,,,,
Bermuda,BMU,AMR,5,2012,Surveillance,1,,A,2,0,,,,0,,,,0,0,,,,,,,,,,,,,,,,
Bermuda,BMU,AMR,6,2011,Surveillance,1,,A,1,0,,,,0,,,,0,0,,,,,,,,,,,,,,,,
Bermuda,BMU,AMR,7,2010,Surveillance,1,,A,1,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Bolivia (Plurinational State of),BOL,AMR,1,2020,Surveillance,1,,A,3654,0,,,,,,,,,,,,,3654,51,,,,10,,,,51,,,
Bolivia (Plurinational State of),BOL,AMR,2,1996,Survey,1,,A,498,,1.2,0.44,2.6,,4.82,3.11,7.09,,,,,,,,,,,,,,,,,,
Brazil,BRA,AMR,1001,2008,Survey,0,"Rio de Janeiro, Rio Grande do Sul, Bahia, FD Brasilia, Santa Catarina, Minas Gerais, Sao Paolo",A,3000,,1.4,1,1.8,,0.1,0,0.3,,,,,,,,,,,,,,,,,,
Brazil,BRA,AMR,1002,1996,Survey,0,Five States,A,2095,,0.91,0.55,1.42,,0.19,0.05,0.49,,,,,,,,,,,,,,,,,,
Barbados,BRB,AMR,1,2020,Surveillance,1,,A,2,0,,,,,,,,,,,,,2,0,,,,0,,,,0,,,
Barbados,BRB,AMR,2,2014,Surveillance,1,,A,3,0,,,,0,,,,0,0,,,,,,,,,,,,,,,,
Brunei Darussalam,BRN,WPR,1,2020,Surveillance,1,,A,229,0,,,,,,,,,,,,,229,0,,,,0,,,,0,,,
Brunei Darussalam,BRN,WPR,2,2019,Surveillance,1,,A,194,0,,,,,,,,,,,,,194,1,,,,4,,,,1,,,
Brunei Darussalam,BRN,WPR,3,2018,Surveillance,1,,A,197,0,,,,,,,,,,,,,197,0,,,,2,,,,0,,,
Brunei Darussalam,BRN,WPR,4,2017,Surveillance,1,,A,170,0,,,,,,,,,,,,,170,0,,,,4,,,,0,,,
Brunei Darussalam,BRN,WPR,5,2016,Surveillance,1,,A,162,0,,,,0,,,,0,0,,,,,,,,,,,,,,,,
Brunei Darussalam,BRN,WPR,6,2015,Surveillance,1,,A,162,0,,,,0,,,,0,0,,,,,,,,,,,,,,,,
Brunei Darussalam,BRN,WPR,7,2014,Surveillance,1,,A,113,1,,,,0,,,,0,0,,,,,,,,,,,,,,,,
Brunei Darussalam,BRN,WPR,8,2013,Surveillance,1,,A,146,1,,,,0,,,,0,0,,,,,,,,,,,,,,,,
Brunei Darussalam,BRN,WPR,9,2012,Surveillance,1,,A,166,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Brunei Darussalam,BRN,WPR,10,2011,Surveillance,1,,A,205,0,,,,0,,,,0,0,,,,,,,,,,,,,,,,
Brunei Darussalam,BRN,WPR,11,2010,Surveillance,1,,A,181,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Brunei Darussalam,BRN,WPR,12,2009,Surveillance,1,,A,164,0,,,,1,,,,,,,,,,,,,,,,,,,,,
Bhutan,BTN,SEA,1,2020,Surveillance,1,,A,362,42,,,,,,,,,,,,,434,74,,,,55,,,,63,,,
Bhutan,BTN,SEA,2,2019,Surveillance,1,,A,424,60,,,,,,,,,,,,,476,73,,,,87,,,,69,,,
Bhutan,BTN,SEA,3,2018,Surveillance,1,,N,349,46,,,,,,,,,,,,,349,42,,,,75,,,,52,,,
Bhutan,BTN,SEA,4,2017,Surveillance,1,,A,376,47,,,,,,,,,,,,,376,50,,,,68,,,,50,,,
Bhutan,BTN,SEA,5,2016,Surveillance,1,,A,340,40,,,,4,,,,70,3,,,,,,,,,,,,,,,,
Botswana,BWA,AFR,1,2008,Survey,1,,A,924,,2.5,1.5,3.5,,1.1,0.4,1.8,,,,,,,,,,,,,,,,,,
Botswana,BWA,AFR,2,2002,Survey,1,,A,1182,,0.85,0.41,1.56,,1.18,0.65,1.99,,,,,,,,,,,,,,,,,,
Botswana,BWA,AFR,3,1999,Survey,1,,A,638,,0.47,0.1,1.37,,0.16,0,0.87,,,,,,,,,,,,,,,,,,
Botswana,BWA,AFR,4,1996,Survey,1,,A,407,,0.25,0.01,1.36,,0.74,0.15,2.14,,,,,,,,,,,,,,,,,,
Central African Republic,CAF,AFR,1001,2009,Survey,0,Bangui and Bimbo,A,225,,0.4,0,2.5,,0,0,0,,,,,,,,,,,,,,,,,,
Central African Republic,CAF,AFR,1002,1998,Survey,0,Bangui and Bimbo,A,464,,1.08,0.35,2.5,,0.22,0.01,1.19,,,,,,,,,,,,,,,,,,
Canada,CAN,AMR,1,2015,Surveillance,1,,A,856,7,,,,0,,,,,,,,,,,,,,,,,,,,,
Canada,CAN,AMR,2,2014,Surveillance,1,,A,863,10,,,,2,,,,0,0,,,,,,,,,,,,,,,,
Canada,CAN,AMR,3,2013,Surveillance,1,,A,883,12,,,,1,,,,0,0,,,,,,,,,,,,,,,,
Canada,CAN,AMR,4,2012,Surveillance,1,,A,1244,7,,,,0,,,,0,0,,,,,,,,,,,,,,,,
Canada,CAN,AMR,5,2010,Surveillance,1,,A,987,15,,,,0,,,,,,,,,,,,,,,,,,,,,
Canada,CAN,AMR,6,2009,Surveillance,1,,A,1321,13,,,,2,,,,,,,,,,,,,,,,,,,,,
Canada,CAN,AMR,7,2008,Surveillance,1,,A,1098,9,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,CAN,AMR,8,2007,pre-2010 TME data collection,1,,A,1113,7,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,CAN,AMR,9,2006,Surveillance,1,,A,1058,8,,,,4,,,,,,,,,,,,,,,,,,,,,
Canada,CAN,AMR,10,2005,Surveillance,1,,A,1130,8,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,CAN,AMR,11,2004,Surveillance,1,,A,1154,5,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,CAN,AMR,12,2003,Surveillance,1,,A,1153,6,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,CAN,AMR,13,2002,Surveillance,1,,A,1172,12,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,CAN,AMR,14,2001,Surveillance,1,,A,1262,9,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,CAN,AMR,15,2000,Surveillance,1,,A,1162,7,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,CAN,AMR,16,1999,Surveillance,1,,A,1268,7,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,CAN,AMR,17,1998,Surveillance,1,,A,1206,7,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,CAN,AMR,18,1997,Surveillance,1,,A,1366,12,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,CAN,AMR,19,1996,Surveillance,1,,A,1203,9,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,CAN,AMR,20,1995,Surveillance,1,,A,1242,8,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,CAN,AMR,21,1994,Surveillance,1,,A,1325,10,,,,,,,,,,,,,,,,,,,,,,,,,
Switzerland,CHE,EUR,1,2018,Surveillance,1,,N,261,3,,,,,,,,,,,,,261,3,,,,10,,,,3,,,
Switzerland,CHE,EUR,2,2015,Surveillance,1,,A,220,7,,,,0,,,,0,0,,,,,,,,,,,,,,,,
Switzerland,CHE,EUR,3,2014,Surveillance,1,,A,163,5,,,,0,,,,0,0,,,,,,,,,,,,,,,,
Switzerland,CHE,EUR,4,2013,Surveillance,1,,A,196,3,,,,1,,,,0,0,,,,,,,,,,,,,,,,
Switzerland,CHE,EUR,5,2012,Surveillance,1,,A,246,3,,,,0,,,,0,0,,,,,,,,,,,,,,,,
Switzerland,CHE,EUR,6,2011,Surveillance,1,,A,304,1,,,,2,,,,0,0,,,,,,,,,,,,,,,,
Switzerland,CHE,EUR,7,2010,Surveillance,1,,A,270,1,,,,0,,,,,,,,,,,,,,,,,,,,,
Switzerland,CHE,EUR,8,2009,Surveillance,1,,A,267,2,,,,,,,,,,,,,,,,,,,,,,,,,
Switzerland,CHE,EUR,9,2008,Surveillance,1,,A,258,3,,,,,,,,,,,,,,,,,,,,,,,,,
Switzerland,CHE,EUR,10,2007,pre-2010 TME data collection,1,,A,264,5,,,,,,,,,,,,,,,,,,,,,,,,,
Switzerland,CHE,EUR,11,2006,pre-2010 TME data collection,1,,A,382,4,,,,,,,,,,,,,,,,,,,,,,,,,
Switzerland,CHE,EUR,12,2005,Surveillance,1,,A,326,2,,,,1,,,,,,,,,,,,,,,,,,,,,
